aa	5722018484:22 
sophisticated	5722018484:241 
sophisticates	5722018484:1 
sophistication	5722018484:16 
sophomore	5722018484:44 
sore	5722018484:15 
sorensen	5722018484:1 
sorenson	5722018484:2 
sores	5722018484:2 
sorority	5722018484:7 
soros	5722018484:2 
sorrors	5722018484:1 
sorrow	5722018484:7 
sorrowful	5722018484:1 
sorrows	5722018484:1 
sort	5722018484:681 
sorting	5722018484:31 
sorts	5722018484:84 
sos	5722018484:9 
soul	5722018484:200 
sould	5722018484:1 
souls	5722018484:36 
soumicha	5722018484:1 
soundbox	5722018484:3 
soundcards	5722018484:2 
soundcheck	5722018484:1 
sounded	5722018484:125 
soundgarden	5722018484:4 
soupy	5722018484:2 
souter	5722018484:1 
southam	5722018484:17 
southeast	5722018484:47 
southfork	5722018484:1 
southie	5722018484:1 
southwestern	5722018484:18 
soverignity	5722018484:1 
sovern	5722018484:15 
sowed	5722018484:1 
sox	5722018484:3 
spaced	5722018484:34 
spaces	5722018484:248 
spacies	5722018484:2 
spaghetti	5722018484:14 
spamming	5722018484:7 
spamthere	5722018484:1 
spaniard	5722018484:2 
spank	5722018484:8 
spankings	5722018484:5 
spared	5722018484:7 
spares	5722018484:2 
sparkle	5722018484:5 
sparkly	5722018484:3 
sparring	5722018484:1 
sparse	5722018484:35 
spastic	5722018484:3 
spate	5722018484:3 
spatially	5722018484:11 
spawned	5722018484:23 
spaz	5722018484:2 
spazzed	5722018484:3 
spazzy	5722018484:2 
speakerboxxx	5722018484:3 
speaking	5722018484:224 
spearfish	5722018484:1 
spearheading	5722018484:6 
spears	5722018484:29 
specfs	5722018484:1 
specialistthis	5722018484:1 
speciality	5722018484:6 
specializing	5722018484:55 
specialolympics	5722018484:1 
specificities	5722018484:2 
specified	5722018484:446 
specifiers	5722018484:1 
specifies	5722018484:114 
specious	5722018484:1 
speckling	5722018484:2 
specks	5722018484:8 
spectaculars	5722018484:2 
spectra	5722018484:5 
spectrophotometer	5722018484:1 
spectrophotometric	5722018484:1 
spectroscopy	5722018484:10 
specularities	5722018484:1 
speculations	5722018484:3 
speeder	5722018484:1 
speeds	5722018484:86 
speedskater	5722018484:1 
speira	5722018484:1 
speller	5722018484:4 
spellman	5722018484:2 
spells	5722018484:13 
sperm	5722018484:2 
spicing	5722018484:2 
spiderman	5722018484:4 
spiderworts	5722018484:1 
spidey	5722018484:1 
spiel	5722018484:1 
spilled	5722018484:6 
spilt	5722018484:1 
spim	5722018484:19 
spimmers	5722018484:4 
spinnerdatemodelclass	5722018484:1 
spinnernumbermodel	5722018484:3 
spinning	5722018484:35 
spinsters	5722018484:1 
spirea	5722018484:4 
spiritu	5722018484:1 
spirituality	5722018484:37 
spiritualized	5722018484:4 
spitfire	5722018484:1 
splayed	5722018484:1 
splbio	5722018484:1 
spleenwort	5722018484:1 
spliff	5722018484:2 
splintering	5722018484:1 
split	5722018484:164 
spm	5722018484:1 
spoil	5722018484:28 
spoke	5722018484:126 
spokesman	5722018484:44 
spokespersons	5722018484:2 
spoof	5722018484:4 
spookily	5722018484:1 
spooling	5722018484:28 
spooner	5722018484:4 
spoons	5722018484:8 
sporadically	5722018484:5 
sported	5722018484:2 
sportscenter	5722018484:1 
sportswear	5722018484:1 
sporty	5722018484:7 
spotlighting	5722018484:4 
spotters	5722018484:1 
spout	5722018484:10 
sppp	5722018484:2 
spr	5722018484:1 
sprayer	5722018484:2 
sprays	5722018484:38 
spread	5722018484:238 
spreads	5722018484:27 
spreadsheets	5722018484:13 
spring	5722018484:754 
springbok	5722018484:1 
springs	5722018484:29 
sprinklers	5722018484:4 
sprinta	5722018484:1 
sprinting	5722018484:1 
spritzed	5722018484:2 
sprmap	5722018484:1 
sprocket	5722018484:1 
sprockets	5722018484:2 
sprouter	5722018484:1 
sprouters	5722018484:1 
spunk	5722018484:2 
spurned	5722018484:4 
spurring	5722018484:4 
spwd	5722018484:2 
spyware	5722018484:45 
sql	5722018484:184 
squabbles	5722018484:2 
squadrons	5722018484:1 
squanders	5722018484:1 
squarepants	5722018484:1 
squarish	5722018484:2 
squashim	5722018484:1 
squatted	5722018484:1 
squatting	5722018484:2 
squaw	5722018484:33 
squawky	5722018484:1 
squeezable	5722018484:1 
squeezed	5722018484:21 
squeezes	5722018484:3 
squeezing	5722018484:7 
squelcy	5722018484:1 
squidrewriterules	5722018484:1 
squiggly	5722018484:2 
squirmy	5722018484:3 
squirrels	5722018484:11 
squish	5722018484:1 
squishes	5722018484:1 
sra	5722018484:18 
srp	5722018484:1 
sshfs	5722018484:1 
sshole	5722018484:1 
sso	5722018484:8 
sssca	5722018484:2 
sst	5722018484:1 
ssur	5722018484:1 
ssword	5722018484:1 
st	5722018484:442 
stab	5722018484:14 
stabilization	5722018484:22 
stabilize	5722018484:17 
stabilzation	5722018484:1 
stabs	5722018484:15 
stacey	5722018484:7 
stacks	5722018484:33 
stadium	5722018484:163 
stagecoaches	5722018484:1 
stagger	5722018484:2 
staging	5722018484:30 
stagliano	5722018484:1 
stagnent	5722018484:2 
stained	5722018484:17 
stainless	5722018484:4 
staircases	5722018484:7 
stairsteppers	5722018484:1 
stake	5722018484:44 
stalinist	5722018484:4 
stalinoid	5722018484:1 
stalked	5722018484:10 
stalkless	5722018484:1 
stalls	5722018484:12 
stalnker	5722018484:1 
stalwarts	5722018484:6 
stamina	5722018484:10 
stamps	5722018484:44 
standalone	5722018484:41 
standardising	5722018484:1 
standoff	5722018484:9 
standouts	5722018484:2 
standstill	5722018484:5 
stanislaw	5722018484:1 
staple	5722018484:15 
stapled	5722018484:1 
staplers	5722018484:1 
staples	5722018484:10 
starboard	5722018484:1 
starburst	5722018484:1 
starcke	5722018484:1 
starfish	5722018484:1 
starfruits	5722018484:1 
starks	5722018484:2 
starlike	5722018484:1 
starling	5722018484:1 
starr	5722018484:15 
starscapes	5722018484:1 
starship	5722018484:7 
starski	5722018484:5 
started	5722018484:796 
startelement	5722018484:1 
starters	5722018484:17 
starving	5722018484:7 
stashduaber	5722018484:1 
stashevskiy	5722018484:1 
stately	5722018484:4 
statementgroovy	5722018484:1 
statemtents	5722018484:1 
staters	5722018484:1 
statistician	5722018484:1 
statistics	5722018484:185 
statu	5722018484:1 
statuary	5722018484:2 
statusainthood	5722018484:1 
statutes	5722018484:133 
stayin	5722018484:1 
std	5722018484:3 
stdin	5722018484:8 
steadily	5722018484:28 
steak	5722018484:16 
steakheads	5722018484:2 
stealthy	5722018484:3 
steamed	5722018484:8 
steamers	5722018484:1 
steamier	5722018484:1 
steamroller	5722018484:1 
steamrolling	5722018484:1 
steamy	5722018484:1 
steckley	5722018484:1 
stedeliik	5722018484:1 
steel	5722018484:123 
steelhead	5722018484:2 
steelmaking	5722018484:3 
steets	5722018484:3 
steicker	5722018484:1 
steinberg	5722018484:7 
steingarten	5722018484:1 
stellar	5722018484:7 
stem	5722018484:124 
stemming	5722018484:7 
stems	5722018484:113 
stenberg	5722018484:2 
stencil	5722018484:5 
stenographic	5722018484:2 
stenographically	5722018484:2 
stephanopoulos	5722018484:1 
stephen	5722018484:56 
stephon	5722018484:3 
stereograms	5722018484:2 
stereolithographs	5722018484:1 
stereoscopy	5722018484:3 
stern	5722018484:26 
stetson	5722018484:1 
steve	5722018484:84 
stew	5722018484:11 
stewardesses	5722018484:1 
stewing	5722018484:2 
stews	5722018484:6 
stiffly	5722018484:1 
stigmata	5722018484:2 
stigmatized	5722018484:1 
stiletto	5722018484:1 
stillman	5722018484:2 
stimulate	5722018484:80 
stimulations	5722018484:1 
stimulative	5722018484:1 
stinger	5722018484:1 
stings	5722018484:17 
stinky	5722018484:3 
stipend	5722018484:38 
stipulated	5722018484:11 
stipulates	5722018484:6 
stipulations	5722018484:6 
stipule	5722018484:1 
stirrer	5722018484:1 
stlye	5722018484:1 
stmt	5722018484:14 
stockbrokers	5722018484:2 
stocked	5722018484:20 
stockers	5722018484:1 
stockholm	5722018484:2 
stocky	5722018484:1 
stockyards	5722018484:1 
stogy	5722018484:1 
stoic	5722018484:6 
stoically	5722018484:1 
stokely	5722018484:2 
stole	5722018484:24 
stollar	5722018484:1 
stomped	5722018484:4 
stompers	5722018484:2 
stonesiness	5722018484:1 
stonewall	5722018484:12 
stonewalling	5722018484:3 
stoney	5722018484:1 
stool	5722018484:4 
stoplight	5722018484:2 
stoplights	5722018484:2 
storch	5722018484:5 
storing	5722018484:85 
storming	5722018484:1 
storytellers	5722018484:11 
stoutly	5722018484:1 
stove	5722018484:11 
stowing	5722018484:1 
strada	5722018484:2 
straggling	5722018484:3 
straightaway	5722018484:3 
straightest	5722018484:2 
strained	5722018484:18 
stranded	5722018484:5 
strangler	5722018484:1 
strangulated	5722018484:3 
strapless	5722018484:1 
straps	5722018484:10 
strasburger	5722018484:1 
stratagem	5722018484:1 
strategy	5722018484:338 
strates	5722018484:1 
stratification	5722018484:3 
stratoudakins	5722018484:1 
stratum	5722018484:2 
strauss	5722018484:6 
straw	5722018484:29 
strawberry	5722018484:17 
strayed	5722018484:3 
streaking	5722018484:2 
streamed	5722018484:6 
streamflow	5722018484:2 
streamlined	5722018484:9 
streamlines	5722018484:9 
streats	5722018484:1 
streetcar	5722018484:1 
streeter	5722018484:1 
streetlighting	5722018484:5 
streetscape	5722018484:2 
streett	5722018484:1 
strehler	5722018484:3 
stressful	5722018484:18 
strewing	5722018484:1 
striding	5722018484:2 
stringer	5722018484:12 
stringers	5722018484:1 
stringtokenizer	5722018484:1 
stringy	5722018484:2 
strive	5722018484:56 
strived	5722018484:5 
striven	5722018484:1 
strives	5722018484:35 
strobilurin	5722018484:8 
stroboscopic	5722018484:1 
stroke	5722018484:40 
stroked	5722018484:1 
strokes	5722018484:55 
strolled	5722018484:5 
stromblad	5722018484:1 
strong	5722018484:993 
strongly	5722018484:222 
strontium	5722018484:1 
strouse	5722018484:2 
structural	5722018484:75 
structuraly	5722018484:1 
strum	5722018484:5 
strumming	5722018484:2 
strutsactionpreexecutelistener	5722018484:1 
strutsactionpreexecutenotifier	5722018484:1 
strutsgui	5722018484:3 
sts	5722018484:2 
stub	5722018484:28 
stubbornly	5722018484:3 
stubbs	5722018484:4 
stubs	5722018484:11 
studded	5722018484:4 
studenets	5722018484:1 
studied	5722018484:102 
studierstube	5722018484:1 
studies	5722018484:741 
studio	5722018484:479 
studios	5722018484:132 
studiozs	5722018484:1 
stuetzle	5722018484:1 
stultifying	5722018484:1 
stumble	5722018484:13 
stumps	5722018484:4 
stung	5722018484:7 
stunned	5722018484:13 
stunning	5722018484:63 
stuntin	5722018484:2 
stunts	5722018484:17 
sturm	5722018484:3 
stussy	5722018484:1 
style	5722018484:545 
stylised	5722018484:1 
stylish	5722018484:14 
stylistically	5722018484:6 
stylists	5722018484:4 
subbed	5722018484:3 
subcatchments	5722018484:1 
subcategory	5722018484:2 
subchapter	5722018484:8 
subcomponents	5722018484:2 
subconsciousness	5722018484:1 
subcontinent	5722018484:6 
subcontractors	5722018484:6 
subcultural	5722018484:7 
subdir	5722018484:2 
subdirectories	5722018484:26 
suberization	5722018484:3 
subexpressions	5722018484:1 
subfield	5722018484:6 
subfields	5722018484:6 
subfolder	5722018484:1 
subfora	5722018484:2 
subheadings	5722018484:1 
subjectivity	5722018484:5 
subkeys	5722018484:2 
sublayer	5722018484:1 
sublethal	5722018484:1 
subliminal	5722018484:10 
submission	5722018484:623 
subnormal	5722018484:1 
suboptimal	5722018484:5 
subpoena	5722018484:35 
subprojects	5722018484:3 
subqueues	5722018484:1 
subroc	5722018484:1 
subscriber	5722018484:50 
subscribership	5722018484:1 
subscription	5722018484:64 
subscriptions	5722018484:14 
subsequently	5722018484:93 
subserved	5722018484:3 
subsided	5722018484:2 
subsidence	5722018484:6 
subsides	5722018484:1 
subsists	5722018484:1 
subsoil	5722018484:7 
subspinosus	5722018484:1 
substantiation	5722018484:1 
substitutability	5722018484:2 
substitute	5722018484:84 
substituted	5722018484:41 
substitutes	5722018484:9 
substitutionallity	5722018484:1 
substrate	5722018484:25 
subsurvient	5722018484:2 
subtaskmanager	5722018484:4 
subterfuge	5722018484:2 
subtitle	5722018484:14 
subtler	5722018484:1 
subtropical	5722018484:1 
suburb	5722018484:3 
suburban	5722018484:36 
suburbanized	5722018484:1 
suburbia	5722018484:2 
suburbs	5722018484:20 
subversion	5722018484:11 
subversives	5722018484:1 
subvert	5722018484:5 
subvolume	5722018484:1 
succinctly	5722018484:11 
succumb	5722018484:6 
succumbing	5722018484:3 
sucked	5722018484:24 
suckiness	5722018484:1 
sudanese	5722018484:1 
sudge	5722018484:1 
sudgestions	5722018484:1 
sueded	5722018484:1 
suff	5722018484:3 
sufferings	5722018484:3 
suffi	5722018484:1 
suffices	5722018484:3 
suffrage	5722018484:5 
sugar	5722018484:83 
suge	5722018484:5 
sugesting	5722018484:1 
suggesting	5722018484:79 
suharto	5722018484:4 
suicidal	5722018484:2 
suited	5722018484:125 
suites	5722018484:20 
sule	5722018484:1 
sulfates	5722018484:1 
sulfite	5722018484:1 
sullen	5722018484:7 
sullied	5722018484:1 
sum	5722018484:95 
sumano	5722018484:1 
sumi	5722018484:3 
summagraphics	5722018484:1 
summarization	5722018484:2 
summarymigrating	5722018484:1 
summered	5722018484:1 
summerkill	5722018484:6 
sums	5722018484:20 
sumshel	5722018484:1 
sunexpert	5722018484:1 
sunfire	5722018484:1 
sunflowerlike	5722018484:1 
sunney	5722018484:1 
sunnyside	5722018484:3 
sunscald	5722018484:1 
sunset	5722018484:33 
sunsets	5722018484:2 
supa	5722018484:1 
superbaaad	5722018484:1 
superbly	5722018484:1 
supercard	5722018484:1 
superclass	5722018484:31 
superconductors	5722018484:2 
superfast	5722018484:1 
superfluids	5722018484:1 
supergroups	5722018484:1 
superhero	5722018484:12 
superimposed	5722018484:10 
superiority	5722018484:10 
superiors	5722018484:6 
supermodel	5722018484:4 
superpowers	5722018484:3 
superscape	5722018484:2 
superset	5722018484:1 
superspeed	5722018484:1 
superstores	5722018484:2 
supersystem	5722018484:14 
superthug	5722018484:1 
supertype	5722018484:5 
supervised	5722018484:43 
supervises	5722018484:14 
supinfocom	5722018484:2 
suported	5722018484:2 
supp	5722018484:7 
supplementary	5722018484:33 
supplementation	5722018484:10 
supplemented	5722018484:19 
suppliers	5722018484:44 
supporting	5722018484:337 
supportjsf	5722018484:1 
suppress	5722018484:28 
suppressing	5722018484:5 
supramolecular	5722018484:1 
supreme	5722018484:476 
supress	5722018484:1 
suprise	5722018484:2 
suquamish	5722018484:2 
sur	5722018484:4 
surer	5722018484:1 
surety	5722018484:11 
surfacing	5722018484:5 
surgeons	5722018484:10 
suri	5722018484:1 
surmised	5722018484:1 
surmounted	5722018484:2 
surpassing	5722018484:3 
surrenders	5722018484:1 
surrounding	5722018484:189 
surroundings	5722018484:26 
surveyor	5722018484:1 
survivors	5722018484:33 
susceptibilities	5722018484:2 
sushi	5722018484:13 
suspense	5722018484:2 
suspiciously	5722018484:2 
susposed	5722018484:1 
suterra	5722018484:1 
sutras	5722018484:1 
sutters	5722018484:1 
svg	5722018484:7 
svpablo	5722018484:1 
swa	5722018484:2 
swain	5722018484:1 
swallowtail	5722018484:1 
swan	5722018484:5 
swanky	5722018484:5 
swans	5722018484:2 
swansea	5722018484:3 
swapon	5722018484:3 
swappable	5722018484:3 
swarms	5722018484:5 
swath	5722018484:10 
swear	5722018484:16 
swearing	5722018484:2 
sweated	5722018484:1 
sweaty	5722018484:18 
swedish	5722018484:24 
sweetest	5722018484:1 
swell	5722018484:14 
swelling	5722018484:19 
swf	5722018484:1 
swiftxp	5722018484:1 
swink	5722018484:1 
swinomish	5722018484:3 
swirl	5722018484:1 
swirling	5722018484:26 
swishahouse	5722018484:2 
swishes	5722018484:1 
swishy	5722018484:1 
switched	5722018484:57 
switchers	5722018484:3 
switches	5722018484:55 
swoon	5722018484:8 
swooning	5722018484:3 
swoope	5722018484:1 
swooped	5722018484:3 
swordfight	5722018484:1 
swordplay	5722018484:2 
swords	5722018484:7 
swot	5722018484:1 
syllabary	5722018484:2 
syllabus	5722018484:105 
sylvan	5722018484:7 
sylvester	5722018484:12 
sylvia	5722018484:4 
symbios	5722018484:6 
symbiosis	5722018484:12 
symbiotic	5722018484:8 
symbolized	5722018484:4 
symbolizes	5722018484:8 
symmetric	5722018484:13 
sympathetically	5722018484:2 
sympathies	5722018484:3 
sympathizer	5722018484:1 
symphasizer	5722018484:1 
symposium	5722018484:49 
symptomatic	5722018484:4 
syn	5722018484:6 
synaesthete	5722018484:2 
synaesthetic	5722018484:4 
synching	5722018484:6 
synchronism	5722018484:1 
synchronizing	5722018484:9 
syncml	5722018484:1 
syndicated	5722018484:4 
synergize	5722018484:1 
synesthetic	5722018484:2 
synonym	5722018484:3 
synonyms	5722018484:2 
syntec	5722018484:1 
synth	5722018484:57 
synthaesthetes	5722018484:1 
synthed	5722018484:3 
synthesis	5722018484:105 
synthesize	5722018484:26 
synthesizer	5722018484:11 
synthesizing	5722018484:13 
synthetic	5722018484:103 
synthy	5722018484:2 
syrian	5722018484:1 
sys	5722018484:47 
sysadmin	5722018484:9 
sysinit	5722018484:11 
sysinstall	5722018484:76 
sysmgrs	5722018484:5 
system	5722018484:5370 
systems	5722018484:2443 
systemwide	5722018484:1 
sysutils	5722018484:13 
szechwan	5722018484:1 
szeged	5722018484:1 
szm	5722018484:1 
szoke	5722018484:1 
t	5722018484:9970 
tab	5722018484:63 
tabbing	5722018484:1 
tabd	5722018484:3 
tablecelleditors	5722018484:2 
tablemodel	5722018484:2 
tablespoon	5722018484:5 
tabletops	5722018484:3 
tabs	5722018484:38 
tabular	5722018484:4 
tabulations	5722018484:3 
tachman	5722018484:1 
tacking	5722018484:1 
tactic	5722018484:22 
tactics	5722018484:62 
tactile	5722018484:81 
tafe	5722018484:1 
taft	5722018484:1 
tag	5722018484:309 
tagging	5722018484:10 
taglib	5722018484:5 
taglibs	5722018484:6 
tags	5722018484:196 
tahini	5722018484:3 
tail	5722018484:19 
tailed	5722018484:7 
tailgate	5722018484:2 
tails	5722018484:4 
taiwanese	5722018484:21 
take	5722018484:2723 
takedowns	5722018484:1 
taken	5722018484:882 
takeno	5722018484:1 
takes	5722018484:682 
tal	5722018484:1 
tallying	5722018484:2 
tallywhacker	5722018484:1 
talmud	5722018484:1 
talons	5722018484:2 
tamarind	5722018484:2 
tameka	5722018484:1 
tammi	5722018484:1 
tampa	5722018484:13 
tamping	5722018484:3 
tancredo	5722018484:1 
tang	5722018484:54 
tangents	5722018484:4 
tangi	5722018484:1 
tangible	5722018484:89 
tangibly	5722018484:3 
tanneries	5722018484:2 
tannic	5722018484:3 
tantric	5722018484:2 
tanya	5722018484:1 
taormino	5722018484:1 
tape	5722018484:233 
tapealert	5722018484:1 
taped	5722018484:21 
tapemasters	5722018484:1 
tapering	5722018484:1 
tapes	5722018484:124 
tapirisat	5722018484:1 
taproot	5722018484:5 
tarak	5722018484:2 
taramosalata	5722018484:1 
taranaki	5722018484:1 
tarballs	5722018484:5 
target	5722018484:399 
targeted	5722018484:119 
targeting	5722018484:35 
targets	5722018484:106 
tarleton	5722018484:2 
tarlton	5722018484:1 
tarmac	5722018484:1 
tarred	5722018484:2 
tartel	5722018484:1 
tartly	5722018484:2 
tashunka	5722018484:2 
taskmasters	5722018484:1 
tassel	5722018484:1 
tasseled	5722018484:1 
tassels	5722018484:3 
tastemakers	5722018484:3 
tasting	5722018484:19 
tata	5722018484:1 
tatas	5722018484:1 
tatoo	5722018484:1 
tattoo	5722018484:12 
tattooed	5722018484:7 
tattoos	5722018484:15 
taunt	5722018484:5 
taunted	5722018484:2 
taunton	5722018484:1 
tauqir	5722018484:2 
taut	5722018484:7 
tauzin	5722018484:1 
tawdry	5722018484:2 
taxable	5722018484:42 
taylor	5722018484:58 
taylors	5722018484:1 
tba	5722018484:1 
tbart	5722018484:1 
tbest	5722018484:1 
tbilisi	5722018484:1 
tbody	5722018484:1 
tbz	5722018484:1 
tchu	5722018484:1 
tcshrc	5722018484:2 
td	5722018484:19 
tdd	5722018484:8 
tdi	5722018484:2 
tdn	5722018484:10 
tds	5722018484:8 
teacher	5722018484:374 
teacup	5722018484:7 
teacups	5722018484:1 
teak	5722018484:3 
tealeaf	5722018484:1 
teamster	5722018484:2 
teamstudio	5722018484:6 
teamwork	5722018484:22 
teasing	5722018484:2 
tec	5722018484:5 
